Bank_Quarter,Credit_Score,Country,Gender,Age,Tenure_Years,Account_Balance,Number_Of_Products,Has_Credit_Card,Active_Status,Estimated_Salary_EUR,Churn_Status
4,591,France,Male,28,6,0.0,2,credit card holder,Active Member,48606.92,Retain
3,470,Spain,Male,34,4,0.0,2,non credit card holder,Active Member,89013.67,Retain
4,608,Spain,Male,34,3,86656.13,1,non credit card holder,Active Member,59890.29,Retain
4,649,Germany,Female,37,6,114737.26,1,credit card holder,Active Member,106655.88,Exit
4,665,France,Female,38,3,0.0,2,credit card holder,Inactive Member,156439.56,Retain
4,651,France,Female,39,3,0.0,1,credit card holder,Inactive Member,24176.44,Retain
1,555,Germany,Male,62,4,119817.33,1,non credit card holder,Active Member,43507.1,Exit
3,637,France,Female,48,6,130806.99,2,credit card holder,Active Member,132005.85,Exit
2,675,France,Female,49,5,0.0,1,credit card holder,Active Member,80496.71,Exit
3,677,Spain,Male,40,3,0.0,2,credit card holder,Inactive Member,88947.56,Retain
4,850,Germany,Female,35,3,80931.75,1,non credit card holder,Inactive Member,12639.67,Exit
3,815,France,Female,56,7,0.0,3,credit card holder,Active Member,94248.16,Exit
4,665,Germany,Male,32,6,132178.67,1,non credit card holder,Inactive Member,11865.76,Retain
2,485,France,Female,27,6,0.0,2,credit card holder,Inactive Member,141449.86,Retain
4,577,Spain,Male,43,6,0.0,2,credit card holder,Active Member,149457.81,Retain
4,586,France,Female,35,3,164769.02,3,credit card holder,Inactive Member,119814.25,Exit
1,722,Germany,Male,29,7,107233.85,2,credit card holder,Inactive Member,24924.92,Retain
2,528,France,Female,27,4,176227.07,2,non credit card holder,Active Member,139481.53,Retain
4,542,France,Female,39,6,109949.39,2,credit card holder,Active Member,41268.65,Retain
3,552,France,Female,34,7,0.0,2,credit card holder,Active Member,1351.41,Retain
4,678,France,Female,60,5,117738.81,1,credit card holder,Inactive Member,147489.76,Exit
4,575,Spain,Female,37,4,133292.45,1,credit card holder,Inactive Member,111175.09,Retain
2,669,France,Female,43,6,160474.59,1,credit card holder,Active Member,95963.14,Retain
1,636,France,Male,43,7,0.0,2,credit card holder,Inactive Member,43128.95,Retain
1,667,Germany,Male,55,6,154393.43,1,credit card holder,Active Member,137674.96,Exit
4,652,Germany,Female,45,5,110827.49,1,credit card holder,Active Member,153383.54,Exit
4,637,Germany,Female,36,5,145750.45,2,credit card holder,Active Member,96660.76,Retain
4,516,Spain,Female,45,3,109044.3,1,non credit card holder,Active Member,115818.16,Retain
4,801,France,Female,32,3,75170.54,1,credit card holder,Active Member,37898.5,Retain
3,692,France,Female,42,4,0.0,2,credit card holder,Inactive Member,145222.93,Retain
1,585,France,Female,28,6,105795.9,1,credit card holder,Active Member,41219.09,Retain
4,590,France,Male,32,5,0.0,2,credit card holder,Inactive Member,59249.83,Retain
4,554,Spain,Male,66,5,0.0,2,credit card holder,Active Member,116747.62,Retain
1,659,France,Female,49,4,0.0,1,credit card holder,Inactive Member,116249.72,Exit
4,690,France,Female,26,6,118097.87,1,credit card holder,Inactive Member,61257.83,Retain
3,697,Germany,Male,29,6,172693.54,1,non credit card holder,Inactive Member,141798.98,Retain
4,610,France,Male,36,4,129440.3,2,credit card holder,Inactive Member,102638.35,Retain
3,599,Spain,Male,36,4,0.0,2,non credit card holder,Inactive Member,13210.56,Retain
3,544,France,Male,23,4,96471.2,1,credit card holder,Inactive Member,35550.97,Retain
3,548,France,Female,46,5,0.0,1,credit card holder,Active Member,104469.06,Exit
3,635,Spain,Male,24,6,140197.18,1,credit card holder,Active Member,142935.83,Retain
4,722,France,Male,20,4,0.0,2,credit card holder,Inactive Member,195486.28,Retain
2,564,France,Female,33,7,135946.26,1,credit card holder,Inactive Member,63170.0,Retain
3,719,France,Male,69,6,0.0,2,credit card holder,Active Member,58320.06,Retain
1,547,Germany,Male,50,4,81290.02,3,non credit card holder,Active Member,177747.03,Exit
1,850,France,Female,42,4,0.0,1,credit card holder,Inactive Member,19632.64,Exit
2,515,Germany,Male,60,6,113715.36,1,credit card holder,Inactive Member,18424.24,Exit
4,667,Spain,Male,56,4,168883.08,1,non credit card holder,Active Member,18897.78,Retain
4,607,Germany,Male,36,3,143421.74,1,credit card holder,Inactive Member,97879.02,Retain
3,525,France,Male,26,5,153644.39,1,credit card holder,Active Member,63197.88,Retain
1,606,Spain,Female,53,6,109330.06,1,credit card holder,Active Member,75860.01,Retain
3,686,Germany,Female,27,6,115095.88,2,non credit card holder,Inactive Member,78622.46,Retain
4,611,France,Male,35,6,0.0,1,credit card holder,Active Member,23598.23,Exit
4,827,Spain,Male,46,4,183276.32,1,credit card holder,Active Member,13460.27,Retain
4,572,France,Male,33,3,68193.72,1,credit card holder,Inactive Member,19998.31,Retain
2,726,France,Female,32,7,0.0,2,non credit card holder,Inactive Member,185075.63,Retain
4,579,Germany,Male,31,3,139729.54,1,non credit card holder,Active Member,135815.38,Retain
2,598,Spain,Female,56,7,98365.33,1,credit card holder,Active Member,44251.33,Retain
2,663,France,Male,36,4,0.0,2,credit card holder,Inactive Member,136349.55,Retain
3,505,Germany,Female,37,6,122453.97,2,credit card holder,Active Member,52693.99,Retain
4,576,Germany,Male,30,5,132174.41,2,non credit card holder,Inactive Member,93767.03,Retain
1,555,Spain,Female,24,4,0.0,2,non credit card holder,Active Member,197866.55,Retain
3,524,France,Male,30,4,0.0,2,credit card holder,Inactive Member,126812.85,Retain
2,776,Spain,Male,39,7,104349.45,1,non credit card holder,Inactive Member,79503.05,Retain
3,645,Germany,Female,41,6,138881.04,1,credit card holder,Inactive Member,129936.53,Exit
4,850,Germany,Female,32,4,116968.91,1,non credit card holder,Inactive Member,175094.62,Retain
1,603,Germany,Male,35,4,105346.03,2,credit card holder,Active Member,130379.5,Retain
3,691,France,Male,26,6,136623.19,1,credit card holder,Inactive Member,153228.0,Retain
3,583,France,Female,29,4,0.0,2,credit card holder,Active Member,111285.85,Retain
4,584,France,Female,66,6,0.0,1,credit card holder,Inactive Member,49553.38,Exit
1,679,France,Female,33,7,0.0,2,credit card holder,Active Member,98015.85,Retain
3,646,France,Male,36,6,124445.52,1,credit card holder,Inactive Member,88481.32,Retain
3,559,France,Female,34,7,68999.66,2,credit card holder,Active Member,66879.27,Retain
3,595,Spain,Male,36,6,85768.42,1,credit card holder,Active Member,24802.77,Retain
4,527,France,Male,47,3,0.0,1,credit card holder,Inactive Member,21312.16,Exit
2,684,Spain,Male,34,7,100628.0,2,credit card holder,Active Member,190263.78,Retain
1,673,Spain,Female,32,6,0.0,1,credit card holder,Active Member,72873.33,Retain
2,802,Spain,Male,38,5,0.0,2,non credit card holder,Active Member,57764.65,Retain
4,675,France,Male,54,6,0.0,1,credit card holder,Inactive Member,110273.84,Exit
3,762,Spain,Female,19,5,0.0,2,credit card holder,Inactive Member,55500.17,Retain
2,580,France,Male,50,4,125647.36,1,credit card holder,Inactive Member,57541.08,Exit
3,621,Germany,Female,31,7,100375.39,1,credit card holder,Active Member,90384.26,Retain
3,411,France,Female,36,6,0.0,1,non credit card holder,Inactive Member,120694.35,Retain
4,815,France,Male,24,5,171922.72,1,non credit card holder,Active Member,178028.96,Retain
2,631,Germany,Female,32,7,146810.99,2,credit card holder,Active Member,180990.29,Retain
3,514,Germany,Female,45,5,109032.23,1,non credit card holder,Active Member,155407.21,Exit
3,638,France,Male,57,5,0.0,1,credit card holder,Inactive Member,33676.48,Exit
4,791,Spain,Male,25,6,0.0,1,credit card holder,Inactive Member,89666.28,Retain
1,516,France,Male,35,5,128653.59,1,credit card holder,Inactive Member,127558.26,Retain
4,734,France,Male,37,5,80387.81,1,non credit card holder,Active Member,77272.62,Retain
3,611,France,Male,58,7,0.0,2,non credit card holder,Active Member,107665.68,Exit
3,850,Germany,Male,43,4,108508.82,3,credit card holder,Inactive Member,184044.8,Exit
4,641,France,Male,31,3,155978.17,1,credit card holder,Inactive Member,91510.71,Retain
3,585,France,Female,38,6,0.0,1,credit card holder,Active Member,87363.56,Retain
4,552,Germany,Male,50,5,121175.56,1,credit card holder,Inactive Member,117505.07,Exit
1,507,France,Female,29,6,89349.47,2,non credit card holder,Inactive Member,180626.68,Retain
1,735,Spain,Male,38,5,86131.71,2,non credit card holder,Inactive Member,93478.96,Retain
4,707,France,Female,58,4,102346.86,1,credit card holder,Active Member,114672.64,Retain
4,698,Germany,Female,36,5,121263.62,1,credit card holder,Active Member,13387.88,Retain
3,841,France,Male,31,6,0.0,2,credit card holder,Inactive Member,173240.52,Retain
3,688,Spain,Female,33,5,0.0,1,non credit card holder,Inactive Member,27557.18,Exit
4,614,France,Male,51,4,0.0,2,credit card holder,Active Member,5552.37,Retain
3,511,Germany,Male,48,7,149726.08,1,non credit card holder,Inactive Member,88307.87,Exit
2,447,France,Male,43,6,0.0,2,credit card holder,Inactive Member,33879.26,Exit
3,738,France,Male,35,6,161274.05,2,credit card holder,Inactive Member,181429.87,Retain
4,422,France,Female,33,4,0.0,2,credit card holder,Inactive Member,102655.31,Retain
3,537,Spain,Male,30,4,103138.17,1,credit card holder,Active Member,96555.42,Retain
2,707,Germany,Female,40,4,109628.44,1,credit card holder,Inactive Member,189366.03,Retain
4,690,France,Male,54,5,0.0,1,credit card holder,Inactive Member,12847.61,Exit
2,664,Germany,Male,33,7,97286.16,2,credit card holder,Inactive Member,143433.33,Retain
3,850,France,Female,33,4,118004.26,1,credit card holder,Inactive Member,183983.82,Retain
2,584,Spain,Male,32,5,85534.83,1,non credit card holder,Inactive Member,169137.24,Retain
2,728,France,Female,59,4,0.0,1,credit card holder,Active Member,163365.85,Exit
4,560,Spain,Female,43,3,95140.44,2,credit card holder,Inactive Member,123181.44,Exit
1,629,France,Female,31,5,0.0,1,credit card holder,Active Member,16447.6,Exit
4,658,France,Male,25,6,0.0,2,non credit card holder,Active Member,173948.4,Retain
3,794,Germany,Female,54,6,75900.84,1,credit card holder,Active Member,192154.66,Retain
4,790,France,Female,41,3,126619.27,1,credit card holder,Inactive Member,198224.38,Retain
2,640,France,Male,44,4,111833.47,1,credit card holder,Inactive Member,67202.74,Retain
1,652,Spain,Male,37,7,0.0,2,credit card holder,Inactive Member,68789.93,Retain
4,583,France,Female,57,5,238387.56,1,non credit card holder,Active Member,147964.99,Exit
4,775,France,Female,32,4,108698.96,2,credit card holder,Active Member,161069.73,Retain
3,584,France,Female,39,6,112687.69,1,credit card holder,Active Member,127749.61,Retain
2,635,Germany,Female,48,5,81556.89,2,credit card holder,Inactive Member,191914.37,Retain
4,814,France,Male,48,5,136596.85,1,credit card holder,Active Member,185791.9,Retain
3,735,Germany,Female,43,5,98807.45,1,non credit card holder,Inactive Member,184570.04,Exit
4,678,France,Female,31,5,0.0,2,non credit card holder,Active Member,130446.65,Retain
3,693,France,Male,37,4,0.0,2,credit card holder,Active Member,82867.55,Retain
2,640,France,Female,30,4,107499.7,1,credit card holder,Active Member,187632.22,Retain
3,773,Spain,Female,23,7,0.0,2,credit card holder,Inactive Member,56759.79,Retain
4,736,France,Female,30,3,0.0,2,credit card holder,Inactive Member,34180.33,Retain
4,693,France,Female,28,6,0.0,2,credit card holder,Active Member,158545.25,Retain
1,496,France,Female,41,5,176024.05,2,credit card holder,Inactive Member,182337.98,Retain
3,751,France,Female,39,6,0.0,2,credit card holder,Active Member,84175.34,Retain
2,528,Germany,Male,39,4,127631.62,1,non credit card holder,Active Member,22197.8,Exit
4,754,Spain,Female,19,6,0.0,1,credit card holder,Inactive Member,189641.11,Retain
4,568,Germany,Female,26,6,109819.16,2,credit card holder,Inactive Member,154491.39,Retain
3,592,Spain,Female,41,5,138734.94,1,credit card holder,Inactive Member,90020.74,Retain
4,558,Germany,Male,25,4,111363.1,2,credit card holder,Inactive Member,197264.35,Retain
3,825,France,Male,34,4,0.0,2,credit card holder,Active Member,31933.06,Retain
3,677,Germany,Male,28,7,143988.0,2,credit card holder,Inactive Member,8755.69,Exit
1,653,France,Male,34,7,118838.75,1,credit card holder,Active Member,52820.13,Retain
1,593,Spain,Male,35,6,161637.75,1,credit card holder,Active Member,20008.46,Retain
3,632,France,Female,44,6,133793.89,1,credit card holder,Active Member,34607.14,Exit
1,601,Germany,Male,35,7,71553.83,1,credit card holder,Inactive Member,177384.45,Retain
2,786,France,Female,62,5,0.0,1,credit card holder,Active Member,165702.64,Retain
3,654,France,Female,40,6,0.0,2,credit card holder,Inactive Member,167889.1,Retain
3,572,France,Female,38,4,0.0,2,credit card holder,Active Member,133122.62,Retain
2,813,France,Female,62,7,64667.95,2,non credit card holder,Active Member,140454.14,Retain
1,523,France,Female,28,4,121164.11,1,credit card holder,Active Member,59938.81,Retain
2,506,Spain,Male,50,4,0.0,2,credit card holder,Inactive Member,12016.79,Retain
4,513,Spain,Male,72,3,98903.06,1,credit card holder,Active Member,81251.24,Retain
2,664,France,Female,31,6,104158.84,1,credit card holder,Inactive Member,134169.85,Retain
3,684,France,Male,54,6,0.0,2,credit card holder,Active Member,94888.6,Retain
4,608,Spain,Female,63,3,139529.93,2,credit card holder,Active Member,175696.16,Exit
3,527,France,Female,25,6,0.0,2,non credit card holder,Active Member,96758.58,Retain
3,666,France,Male,53,5,64646.7,1,credit card holder,Inactive Member,128019.48,Exit
4,779,France,Male,71,3,0.0,2,credit card holder,Active Member,146895.36,Exit
1,629,France,Female,40,5,0.0,2,credit card holder,Active Member,139356.3,Retain
4,430,France,Male,35,4,118894.22,1,non credit card holder,Inactive Member,2923.61,Retain
3,712,France,Male,24,4,0.0,1,non credit card holder,Active Member,121232.51,Retain
4,682,France,Male,30,3,0.0,2,credit card holder,Active Member,2053.42,Retain
2,634,France,Female,41,6,68213.99,1,credit card holder,Active Member,6382.46,Retain
2,487,Spain,Female,31,4,0.0,2,credit card holder,Inactive Member,158750.13,Retain
4,808,Spain,Male,47,6,139196.0,1,non credit card holder,Active Member,74028.36,Retain
1,527,France,Female,32,4,0.0,2,credit card holder,Active Member,44099.75,Retain
4,637,Germany,Male,50,3,126345.55,1,non credit card holder,Active Member,17323.0,Exit
2,802,Spain,Male,40,6,0.0,2,credit card holder,Active Member,175043.69,Retain
1,529,France,Female,38,4,0.0,1,credit card holder,Inactive Member,146388.85,Exit
3,850,France,Female,43,7,0.0,2,non credit card holder,Inactive Member,2465.8,Retain
3,738,France,Male,18,4,0.0,2,credit card holder,Active Member,47799.15,Retain
2,817,France,Male,34,4,129278.43,1,non credit card holder,Inactive Member,165562.84,Retain
3,735,France,Male,31,4,119558.35,1,non credit card holder,Inactive Member,72927.68,Retain
2,619,Germany,Female,41,4,92467.58,1,credit card holder,Inactive Member,38270.47,Retain
2,671,France,Male,27,6,0.0,2,non credit card holder,Inactive Member,120893.07,Retain
1,581,Spain,Female,31,5,0.0,2,credit card holder,Inactive Member,188377.21,Retain
2,690,Spain,Male,36,5,0.0,2,credit card holder,Inactive Member,55902.93,Retain
2,579,Spain,Male,56,7,99340.83,1,non credit card holder,Inactive Member,4523.74,Exit
4,688,Spain,Female,24,3,0.0,2,credit card holder,Active Member,102195.16,Retain
3,599,Spain,Female,28,6,126833.79,2,credit card holder,Inactive Member,60843.09,Exit
2,729,Germany,Male,29,6,109676.52,1,credit card holder,Active Member,25548.47,Retain
2,718,France,Female,29,6,0.0,1,non credit card holder,Active Member,134462.29,Retain
4,712,Germany,Male,53,4,134729.99,2,credit card holder,Active Member,132702.64,Retain
4,474,France,Male,37,3,98431.37,1,non credit card holder,Inactive Member,75698.44,Retain
4,565,Germany,Male,33,3,130368.31,2,credit card holder,Inactive Member,105642.43,Retain
2,658,France,Female,31,7,123974.96,1,credit card holder,Inactive Member,102153.75,Retain
1,714,France,Male,63,7,138082.16,1,non credit card holder,Active Member,166677.54,Retain
1,725,France,Male,45,7,129855.32,1,non credit card holder,Inactive Member,24218.65,Retain
3,825,France,Male,40,4,132308.22,1,non credit card holder,Inactive Member,117122.5,Retain
2,665,Germany,Female,45,4,155447.65,2,credit card holder,Inactive Member,51871.95,Exit
4,670,Spain,Male,35,3,124268.64,2,non credit card holder,Active Member,84321.03,Retain
1,474,Germany,Female,34,5,176311.36,1,credit card holder,Inactive Member,160213.27,Retain
4,591,France,Male,40,5,99886.42,2,credit card holder,Active Member,88695.19,Retain
2,508,France,Female,31,5,0.0,2,credit card holder,Active Member,6123.15,Retain
2,695,France,Female,36,6,0.0,2,non credit card holder,Active Member,167749.54,Retain
2,660,Germany,Male,24,6,85089.3,1,credit card holder,Active Member,71638.0,Retain
2,687,Germany,Male,41,6,134318.21,2,credit card holder,Active Member,198064.52,Retain
3,658,Germany,Male,29,4,75395.53,2,non credit card holder,Active Member,54914.92,Retain
1,705,Germany,Female,33,7,116765.7,1,non credit card holder,Inactive Member,190659.17,Exit
4,739,Spain,Male,60,4,0.0,1,credit card holder,Active Member,51637.67,Retain
1,844,France,Male,38,5,111501.66,1,credit card holder,Active Member,119333.38,Retain
